Summary,Precip Type,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Year,Month,Day,Hour
Clear,rain,9.822222222,0.66,14.49,110,9.982,1018.32,2006,4,8,7
Clear,rain,12.38333333,0.49,12.4453,187,9.982,1017.24,2006,4,8,16
Clear,rain,10.20555556,0.57,9.8371,187,9.982,1017.45,2006,4,8,17
Clear,rain,9.144444444,0.62,7.6475,163,9.982,1017.83,2006,4,8,18
Clear,rain,7.827777778,0.68,9.7405,160,9.982,1018.17,2006,4,8,19
Clear,rain,7.733333333,0.65,6.7459,161,15.8263,1018.28,2006,4,8,20
Clear,rain,7.144444444,0.69,6.2146,165,14.9569,1018.37,2006,4,8,21
Clear,rain,6.016666667,0.74,6.4078,163,15.8263,1018.39,2006,4,8,22
Clear,rain,5.461111111,0.76,6.601,180,15.8263,1018.49,2006,4,8,23
Clear,rain,3.838888889,0.82,6.6332,169,15.8263,1018.18,2006,4,9,1
Clear,rain,2.244444444,0.91,3.4776,142,14.9086,1018.29,2006,4,9,2
Clear,rain,2.022222222,0.93,6.2307,141,11.2539,1018.28,2006,4,9,3
Clear,rain,2.172222222,0.92,10.7065,121,5.0393,1018.08,2006,4,9,4
Clear,rain,3.661111111,0.89,10.7226,130,6.9874,1018.6,2006,4,9,5
Clear,rain,6.111111111,0.79,11.8979,141,9.5473,1018.66,2006,4,9,6
Clear,rain,12.24444444,0.52,17.8066,160,9.982,1018.46,2006,4,9,8
Clear,rain,12.93888889,0.5,19.6259,150,9.982,1018.34,2006,4,9,9
Clear,rain,19.44444444,0.9,6.0375,291,15.8263,1012.22,2006,7,31,23
Clear,rain,12.32777778,0.93,3.0912,295,10.8192,1011.54,2006,8,10,4
Foggy,rain,16.25,0.92,9.3058,341,0.9982,1010.93,2006,8,10,7
Overcast,rain,19.35555556,0.76,13.2664,29,14.9086,1008.35,2006,8,10,20
Overcast,rain,17.88333333,0.85,12.6868,7,14.9569,1008.32,2006,8,10,21
Overcast,rain,17.25,0.89,10.5294,338,15.8263,1008.16,2006,8,10,22
Overcast,rain,16.62777778,0.92,6.3756,328,15.8263,1008.15,2006,8,10,23
Overcast,rain,17.06666667,0.86,6.6332,289,15.8263,1007.86,2006,8,11,2
Overcast,rain,16.50555556,0.79,6.9874,307,14.9569,1008.06,2006,8,11,3
Overcast,rain,17.66666667,0.71,8.7745,48,9.982,1009.19,2006,8,12,7
Overcast,rain,18.8,0.69,8.7584,59,9.982,1008.99,2006,8,12,8
Clear,rain,19.68333333,0.67,8.7423,60,11.0285,1008.93,2006,8,12,9
Clear,rain,18.82222222,0.78,10.626,70,11.27,1008.11,2006,8,12,10
Overcast,rain,18.91666667,0.9,3.381,274,6.5366,1010.97,2006,8,13,12
Overcast,rain,17.73333333,0.93,10.6099,130,11.9784,1009.92,2006,8,13,20
Overcast,rain,17.01111111,0.91,5.4096,178,13.685,1013.23,2006,8,14,0
Overcast,rain,17.80555556,0.89,7.728,200,11.27,1013.15,2006,8,14,8
Overcast,rain,17.2,0.9,3.0912,104,15.7297,1013.5,2006,8,14,23
Clear,rain,16.62222222,0.93,3.1395,148,15.8263,1015.88,2006,8,15,20
Clear,rain,16.67222222,0.87,3.3005,107,14.9569,1015.95,2006,8,15,21
Clear,rain,19.87777778,0.85,10.143,139,14.9569,1012.55,2006,8,17,0
Clear,rain,16.09444444,0.87,9.4829,149,8.1305,1012.38,2006,8,17,4
Clear,rain,21.2,0.84,6.5044,132,14.9569,1012.57,2006,8,17,21
Clear,rain,21.55,0.81,6.3917,152,15.8263,1012.66,2006,8,17,22
Clear,rain,21.43888889,0.82,10.8353,150,15.8263,1012.39,2006,8,17,23
Clear,rain,18.84444444,0.9,7.9856,159,7.1323,1012.47,2006,8,18,4
Clear,rain,20.95555556,0.87,3.0751,121,15.8263,1016.78,2006,8,19,0
Clear,rain,18.87222222,0.9,3.703,237,15.8263,1016.49,2006,8,19,1
Clear,rain,18.33888889,0.93,6.4078,176,15.8263,1016.69,2006,8,19,2
Clear,rain,18.85,0.93,5.6028,186,11.6886,1016.84,2006,8,19,3
Clear,rain,19.91666667,0.87,4.9588,210,9.982,1017.3,2006,8,19,5
Clear,rain,23.6,0.74,7.9212,243,10.3523,1017.88,2006,8,19,6
Clear,rain,22.23888889,0.85,2.7853,133,14.9569,1017.7,2006,8,19,21
Overcast,rain,18.86666667,0.93,4.9105,280,14.812,1007.64,2006,8,2,2
Overcast,rain,20.08888889,0.92,9.7727,273,11.2056,1009.47,2006,8,2,6
Overcast,rain,21.08888889,0.87,12.3326,318,11.27,1009.31,2006,8,2,7
Clear,rain,21.55,0.87,6.1502,120,15.8263,1016.9,2006,8,19,23
Clear,rain,18.78333333,0.85,9.3058,312,14.9569,1017.18,2006,8,20,0
Clear,rain,19.97777778,0.93,3.2683,129,15.8263,1016.59,2006,8,20,1
Clear,rain,20.99444444,0.88,6.3595,140,15.8263,1016.39,2006,8,20,2
Clear,rain,19.98888889,0.88,4.7978,146,14.9569,1016.52,2006,8,20,3
Clear,rain,22.08888889,0.82,3.22,290,9.982,1016.64,2006,8,20,5
Clear,rain,19.88333333,0.79,20.0284,318,15.8263,1016.93,2006,8,20,23
Clear,rain,14.98888889,0.86,10.8353,277,14.9569,1016.56,2006,8,21,0
Overcast,rain,22.63333333,0.66,5.5223,247,11.4471,1015.78,2006,8,21,15
Clear,rain,15.05555556,0.87,6.9391,279,15.8263,1016.27,2006,8,21,22
Clear,rain,14.98888889,0.83,11.5598,290,15.8263,1016.44,2006,8,21,23
Clear,rain,13.20555556,0.95,4.4436,248,9.982,1016.42,2006,8,22,0
Clear,rain,13.36666667,0.9,6.9552,280,15.8263,1016.05,2006,8,22,1
Clear,rain,14.31666667,0.84,11.5598,290,15.8263,1015.86,2006,8,22,2
Clear,rain,14.33888889,0.84,16.8889,288,15.2628,1015.97,2006,8,22,3
Clear,rain,13.96111111,0.95,3.7674,268,9.982,1016.23,2006,8,22,23
Clear,rain,13.24444444,0.9,6.3112,238,9.982,1016.4,2006,8,23,0
Clear,rain,13.31666667,0.93,3.9767,255,9.982,1016.33,2006,8,23,1
Clear,rain,12.3,0.95,3.7191,264,9.982,1016.49,2006,8,23,2
Clear,rain,11.0,0.93,4.508,219,6.118,1015.5,2006,8,24,4
Overcast,rain,22.33333333,0.65,9.4185,255,10.4006,1009.32,2006,8,25,12
Overcast,rain,15.55555556,0.93,20.8656,291,8.1305,1011.3,2006,8,28,1
Overcast,rain,15.0,0.94,14.5544,310,10.8836,1011.02,2006,8,28,6
Overcast,rain,15.11666667,0.93,12.5258,299,11.0768,1011.43,2006,8,28,7
Overcast,rain,15.11666667,0.93,15.4882,308,8.05,1011.71,2006,8,28,8
Clear,rain,15.16666667,0.87,6.8747,237,14.9569,1008.42,2006,8,28,21
Clear,rain,13.87222222,0.93,3.4776,202,15.8263,1007.98,2006,8,28,22
Overcast,rain,14.92222222,0.93,9.7727,241,4.6207,1005.79,2006,8,29,6
Overcast,rain,14.90555556,0.93,14.4417,271,11.1251,1005.36,2006,8,29,7
Overcast,rain,12.75555556,0.92,6.3112,204,15.8263,1009.47,2006,8,29,20
Overcast,rain,12.38333333,0.92,7.2128,239,15.3111,1009.31,2006,8,29,21
Overcast,rain,18.08888889,0.94,9.4024,335,11.3988,1007.67,2006,8,3,9
Overcast,rain,19.08333333,0.89,4.4114,350,11.2056,1006.8,2006,8,3,10
Overcast,rain,24.83333333,0.65,9.4668,71,10.0464,1002.93,2006,8,3,16
Overcast,rain,11.64444444,0.95,3.3327,172,15.8263,1009.1,2006,8,29,22
Overcast,rain,12.69444444,0.92,2.7048,179,9.8049,1008.47,2006,8,30,3
Overcast,rain,12.22222222,0.92,9.5312,241,11.2056,1008.53,2006,8,30,5
Overcast,rain,12.30555556,0.93,8.8872,292,10.1913,1009.56,2006,8,30,6
Overcast,rain,12.73888889,0.9,10.7065,260,10.1913,1010.08,2006,8,30,9
Overcast,rain,12.82777778,0.9,12.9122,279,11.2056,1009.68,2006,8,30,10
Overcast,rain,12.87222222,0.89,16.2127,270,11.27,1010.53,2006,8,30,11
Overcast,rain,13.76666667,0.9,17.8871,279,10.1913,1010.87,2006,8,30,12
Overcast,rain,14.91111111,0.84,13.4757,262,11.0768,1012.2,2006,8,30,15
Clear,rain,12.78888889,0.78,17.3558,260,11.0285,1016.5,2006,8,31,6
Clear,rain,15.82777778,0.95,5.5223,285,8.3076,1007.96,2006,8,4,0
Overcast,rain,19.28333333,0.91,3.0268,297,14.7315,1002.68,2006,8,4,1
Overcast,rain,18.78888889,0.9,8.3237,93,10.4489,1004.34,2006,8,4,9
Clear,rain,17.15555556,0.93,9.499,261,8.05,1007.16,2006,8,4,19
Clear,rain,13.65,0.93,3.542,266,14.5866,1011.44,2006,8,5,0
Clear,rain,14.91111111,0.93,12.7995,318,6.118,1009.43,2006,8,5,5
Overcast,rain,16.13888889,0.87,7.9695,335,11.1251,1010.29,2006,8,5,7
Overcast,rain,16.22777778,0.87,5.0393,315,11.1251,1010.37,2006,8,5,8
Overcast,rain,17.25555556,0.87,10.5455,301,10.7226,1010.19,2006,8,5,9
Clear,rain,15.32777778,0.89,6.3756,255,14.9569,1011.69,2006,8,5,21
Clear,rain,12.73888889,0.93,2.9624,250,9.982,1011.68,2006,8,6,1
Clear,rain,12.73888889,0.93,6.0053,229,11.9784,1011.29,2006,8,6,2
Overcast,rain,17.87222222,0.9,4.991,255,11.4471,1004.09,2006,8,7,18
Overcast,rain,17.22222222,0.93,3.2039,229,11.27,1004.12,2006,8,7,19
Overcast,rain,17.22222222,0.93,5.2808,267,8.1305,1004.22,2006,8,7,20
Overcast,rain,17.19444444,0.94,10.4972,298,7.9856,1004.81,2006,8,8,6
Overcast,rain,17.77777778,0.9,13.9265,300,11.1251,1004.94,2006,8,8,7
Clear,rain,15.02777778,0.93,6.4561,232,15.8263,1008.2,2006,8,8,23
Clear,rain,14.53888889,0.93,6.279,251,14.9086,1007.92,2006,8,9,1
Clear,rain,14.00555556,0.93,4.6851,224,7.0357,1008.09,2006,8,9,4
Overcast,rain,6.572222222,0.93,6.44,340,4.3953,1038.06,2006,11,30,23
Overcast,rain,6.622222222,0.93,6.1824,38,4.347,1037.67,2006,12,1,2
Foggy,rain,6.1,0.94,3.6547,124,2.898,1037.36,2006,12,1,6
Foggy,rain,7.15,0.93,3.5742,111,1.8998,1037.99,2006,12,1,8
Foggy,rain,7.222222222,0.93,7.728,159,2.9785,1037.71,2006,12,1,10
Overcast,rain,7.322222222,0.92,3.6386,112,4.0089,1035.71,2006,12,1,15
Overcast,rain,7.172222222,0.93,4.8783,121,4.83,1035.69,2006,12,1,16
Overcast,rain,7.15,0.93,4.7334,110,4.83,1035.53,2006,12,1,17
Overcast,rain,7.127777778,0.93,7.4704,121,3.9445,1035.61,2006,12,1,18
Overcast,rain,6.622222222,0.93,6.44,130,3.3005,1035.49,2006,12,1,20
Overcast,rain,6.627777778,0.93,3.7996,123,4.3309,1035.22,2006,12,1,21
Overcast,rain,9.044444444,0.83,19.8674,170,14.812,1015.83,2006,12,9,23
Clear,rain,2.633333333,0.95,10.6099,230,14.9569,1030.15,2006,12,10,0
Overcast,rain,8.4,0.93,10.7387,189,11.8496,1017.64,2006,12,10,1
Foggy,rain,5.35,0.93,2.9946,182,1.7066,1021.31,2006,12,10,6
Clear,rain,4.183333333,0.89,12.6707,268,9.982,1030.79,2006,12,10,18
Clear,rain,2.388888889,0.92,9.4346,206,9.982,1031.4,2006,12,10,19
Clear,rain,2.894444444,0.92,6.762,245,15.8263,1032.0,2006,12,10,20
Clear,rain,2.011111111,0.92,10.6099,226,14.9569,1033.18,2006,12,10,21
Clear,rain,1.833333333,0.92,10.9963,241,15.8263,1033.41,2006,12,10,22
Clear,rain,1.872222222,0.91,6.8264,243,15.8263,1033.2,2006,12,10,23
Foggy,rain,1.111111111,0.92,3.703,263,3.0107,1033.21,2006,12,11,7
Clear,rain,3.111111111,0.94,4.1538,297,6.3434,1033.3,2006,12,11,9
Clear,rain,6.161111111,0.79,3.4293,353,8.1305,1032.3,2006,12,11,10
Clear,rain,6.188888889,0.79,7.8407,348,8.1305,1031.42,2006,12,11,11
Foggy,rain,1.972222222,0.93,12.397,199,0.9338,1029.7,2006,12,12,10
Foggy,rain,2.044444444,0.93,15.4882,189,0.966,1029.3,2006,12,12,11
Foggy,rain,2.233333333,0.93,9.1126,168,1.8193,1029.55,2006,12,12,15
Foggy,rain,2.177777778,0.92,10.8514,160,2.576,1029.58,2006,12,12,16
Foggy,rain,2.177777778,0.92,15.4077,171,2.576,1029.2,2006,12,12,17
Foggy,rain,2.105555556,0.93,10.0786,178,2.4472,1030.31,2006,12,12,18
Foggy,snow,-1.088888889,0.93,10.9319,180,0.322,1032.88,2006,12,13,7
Foggy,rain,0.072222222,0.92,11.0285,209,0.644,1033.5,2006,12,13,11
Foggy,rain,0.038888889,0.93,12.4292,199,0.322,1033.54,2006,12,13,12
Foggy,snow,-0.161111111,0.94,12.7512,189,0.7084,1037.5,2006,12,14,9
Foggy,rain,0.961111111,0.93,13.5562,200,2.6082,1037.04,2006,12,14,12
Foggy,rain,1.066666667,0.92,14.1036,189,2.5438,1036.28,2006,12,14,13
Foggy,rain,0.983333333,0.93,8.2593,186,1.3202,1036.54,2006,12,14,15
Foggy,snow,0.0,0.93,10.9319,189,0.4025,1036.31,2006,12,14,17
Foggy,snow,-1.111111111,0.93,11.0285,149,0.161,1036.69,2006,12,15,4
Foggy,snow,-1.133333333,0.93,10.8514,189,0.161,1036.58,2006,12,15,5
Foggy,snow,-0.072222222,0.93,3.22,51,0.322,1035.22,2006,12,15,16
Foggy,snow,-0.094444444,0.93,3.22,90,0.161,1035.14,2006,12,15,17
Foggy,snow,-1.322222222,0.93,4.3792,213,0.0483,1032.62,2006,12,16,9
Foggy,snow,-1.155555556,0.93,7.8246,179,0.0322,1032.13,2006,12,16,10
Foggy,snow,-0.25,0.93,7.9695,213,0.3381,1031.16,2006,12,16,12
Foggy,snow,-0.094444444,0.93,4.5241,239,0.805,1030.7,2006,12,16,13
Foggy,snow,-0.094444444,0.93,4.7012,199,0.805,1030.31,2006,12,16,14
Foggy,snow,0.0,0.93,9.2575,349,0.7889,1028.46,2006,12,17,10
Overcast,rain,1.133333333,0.93,14.1841,27,3.9123,1024.35,2006,12,18,7
Overcast,rain,1.133333333,0.93,12.5902,10,3.9284,1024.65,2006,12,18,8
Overcast,rain,1.272222222,0.93,15.617,12,5.5223,1024.52,2006,12,18,9
Overcast,rain,2.244444444,0.93,11.27,9,5.9248,1023.96,2006,12,18,10
Overcast,rain,2.244444444,0.93,14.1519,8,4.8783,1023.54,2006,12,18,11
Overcast,rain,2.266666667,0.92,17.2914,9,3.9767,1023.08,2006,12,18,13
Overcast,rain,2.266666667,0.93,17.3558,0,4.4597,1023.19,2006,12,18,14
Overcast,rain,2.244444444,0.92,17.2431,350,4.025,1023.42,2006,12,18,16
Overcast,rain,2.222222222,0.92,20.3021,359,6.0053,1023.62,2006,12,18,17
Overcast,rain,2.627777778,0.91,17.9354,6,6.2468,1023.59,2006,12,18,18
Overcast,rain,2.755555556,0.9,17.2914,18,7.9051,1023.65,2006,12,18,19
